ID,正式名称,正式名称（フリガナ）,所在地,所在地座標（緯度）,所在地座標（経度）,案内用ホームページアドレス,月_就業時間帯1_開始時間,月_就業時間帯1_終了時間,火_就業時間帯1_開始時間,火_就業時間帯1_終了時間,水_就業時間帯1_開始時間,水_就業時間帯1_終了時間,木_就業時間帯1_開始時間,木_就業時間帯1_終了時間,金_就業時間帯1_開始時間,金_就業時間帯1_終了時間,土_就業時間帯1_開始時間,土_就業時間帯1_終了時間,日_就業時間帯1_開始時間,日_就業時間帯1_終了時間,祝_就業時間帯1_開始時間,祝_就業時間帯1_終了時間,月_就業時間帯2_開始時間,月_就業時間帯2_終了時間,火_就業時間帯2_開始時間,火_就業時間帯2_終了時間,水_就業時間帯2_開始時間,水_就業時間帯2_終了時間,木_就業時間帯2_開始時間,木_就業時間帯2_終了時間,金_就業時間帯2_開始時間,金_就業時間帯2_終了時間,土_就業時間帯2_開始時間,土_就業時間帯2_終了時間,日_就業時間帯2_開始時間,日_就業時間帯2_終了時間,祝_就業時間帯2_開始時間,祝_就業時間帯2_終了時間,月_就業時間帯3_開始時間,月_就業時間帯3_終了時間,火_就業時間帯3_開始時間,火_就業時間帯3_終了時間,水_就業時間帯3_開始時間,水_就業時間帯3_終了時間,木_就業時間帯3_開始時間,木_就業時間帯3_終了時間,金_就業時間帯3_開始時間,金_就業時間帯3_終了時間,土_就業時間帯3_開始時間,土_就業時間帯3_終了時間,日_就業時間帯3_開始時間,日_就業時間帯3_終了時間,祝_就業時間帯3_開始時間,祝_就業時間帯3_終了時間,月_外来受付時間帯1_開始時間,月_外来受付時間帯1_終了時間,火_外来受付時間帯1_開始時間,火_外来受付時間帯1_終了時間,水_外来受付時間帯1_開始時間,水_外来受付時間帯1_終了時間,木_外来受付時間帯1_開始時間,木_外来受付時間帯1_終了時間,金_外来受付時間帯1_開始時間,金_外来受付時間帯1_終了時間,土_外来受付時間帯1_開始時間,土_外来受付時間帯1_終了時間,日_外来受付時間帯1_開始時間,日_外来受付時間帯1_終了時間,祝_外来受付時間帯1_開始時間,祝_外来受付時間帯1_終了時間,月_外来受付時間帯2_開始時間,月_外来受付時間帯2_終了時間,火_外来受付時間帯2_開始時間,火_外来受付時間帯2_終了時間,水_外来受付時間帯2_開始時間,水_外来受付時間帯2_終了時間,木_外来受付時間帯2_開始時間,木_外来受付時間帯2_終了時間,金_外来受付時間帯2_開始時間,金_外来受付時間帯2_終了時間,土_外来受付時間帯2_開始時間,土_外来受付時間帯2_終了時間,日_外来受付時間帯2_開始時間,日_外来受付時間帯2_終了時間,祝_外来受付時間帯2_開始時間,祝_外来受付時間帯2_終了時間,月_外来受付時間帯3_開始時間,月_外来受付時間帯3_終了時間,火_外来受付時間帯3_開始時間,火_外来受付時間帯3_終了時間,水_外来受付時間帯3_開始時間,水_外来受付時間帯3_終了時間,木_外来受付時間帯3_開始時間,木_外来受付時間帯3_終了時間,金_外来受付時間帯3_開始時間,金_外来受付時間帯3_終了時間,土_外来受付時間帯3_開始時間,土_外来受付時間帯3_終了時間,日_外来受付時間帯3_開始時間,日_外来受付時間帯3_終了時間,祝_外来受付時間帯3_開始時間,祝_外来受付時間帯3_終了時間
144010000050,母乳育児相談室　さいとう,ボニュウイクジソウダンシツ　サイトウ,北海道札幌市東区北１０条東２丁目１－２０－４１２,0.0,0.0,,,,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000110,今井母乳育児相談室,イマイボニュウイクジソウダンシツ,北海道札幌市清田区平岡４条１丁目６－５,0.0,0.0,,10:00,15:00,10:00,15:00,,,10:00,15:00,10:00,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,15:00,10:00,15:00,,,10:00,15:00,10:00,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000130,森田母乳育児相談室,モリタボニュウイクジソウダンシツ,北海道札幌市西区琴似１条６丁目４－１クレアホームズ琴似４０６,0.0,0.0,,,,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000150,医療法人アパンド　助産院マミーズ・ポート,イリョウホウジンアパンド　ジョサンインマミーズ・ポート,北海道札幌市北区北３１条西３丁目３－７,0.0,0.0,https://mammysport.com/,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,16:30,09:00,16:30,09:00,16:30,09:00,16:30,09:00,16:30,09:00,11:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000160,にこにこ母乳相談所,ニコニコ　ボニュウ　ソウダンジョ,北海道伊達市梅本町９番地８,0.0,0.0,,09:00,12:00,09:00,12:00,09:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,12:00,09:00,12:00,09:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000220,助産院あゆる,ジョサンイン　アユル,北海道旭川市永山８条１５丁目１番２号,43.800155,142.432306,http://josanin-ayuru.com/,10:00,12:00,10:00,12:00,10:00,12:00,10:00,12:00,10:00,12:00,10:00,12:00,,,,,14:00,18:00,14:00,18:00,14:00,18:00,14:00,18:00,14:00,18:00,14:00,18:00,,,,,,,,,,,,,,,,,,,,,10:00,12:00,10:00,12:00,10:00,12:00,10:00,12:00,10:00,12:00,10:00,12:00,,,,,14:00,18:00,14:00,18:00,14:00,18:00,14:00,18:00,14:00,18:00,14:00,18:00,,,,,,,,,,,,,,,,,,,,
144010000230,おぎた助産院,オギタジョサンイン,北海道北見市緑ヶ丘２丁目４番２号,43.822928,143.874436,,08:30,11:30,,,08:30,11:30,,,08:30,11:30,08:30,11:30,08:30,11:30,,,14:00,17:00,,,14:00,17:00,,,14:00,17:00,14:00,17:00,14:00,17:00,,,,,,,,,,,,,,,,,,,08:30,11:30,,,08:30,11:30,,,08:30,11:30,08:30,11:30,08:30,11:30,,,14:00,17:00,,,14:00,17:00,,,14:00,17:00,14:00,17:00,14:00,17:00,,,,,,,,,,,,,,,,,,
144010000320,助産院マタニティアイ,ジョサンインマタニティアイ,北海道釧路郡釧路町曙１丁目１番１４号,0.0,0.0,http//ma-i946.com/,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,17:00,09:00,17:00,,,09:00,12:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000350,母乳育児相談室るここ　小川助産所,ボニュウイクジソウダンシツルココ　　オガワジョサンジョ,北海道標津郡中標津町西町３丁目４５番地,0.0,0.0,http://lecoco-bonyu.com/,08:00,12:00,08:00,12:00,,,08:00,12:00,08:00,12:00,08:00,12:00,18:00,12:00,,,13:00,17:00,13:00,17:00,,,13:00,17:00,13:00,17:00,13:00,17:00,,,,,,,,,,,,,,,,,,,,,09:00,12:00,09:00,12:00,,,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,,,13:00,16:00,13:00,16:00,,,13:00,16:00,13:00,16:00,13:00,16:00,,,,,,,,,,,,,,,,,,,,
144010000360,母乳育児相談室ピア,ボニュウイクジソウダンシツピア,北海道網走郡美幌町東３条北２丁目１番地２Ｆ,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000380,ひまわり母乳相談所,ヒマワリ　ボニュウ　ソウダンジョ,北海道伊達市山下町２７１－１３,0.0,0.0,,09:00,13:00,13:00,15:00,09:00,13:00,13:00,15:00,13:00,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,13:00,13:00,15:00,09:00,13:00,13:00,15:00,13:00,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000440,助産院「エ・ク・ボ」,ジョサンイン「エ・ク・ボ」,北海道札幌市西区発寒　６条１０丁目１０－３,43.091016,141.278352,https://ekubo-baby.com,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000450,のぐち母乳育児相談室,ノグチボニュウイクジソウダンシツ,北海道名寄市西１０条南９丁目４８－６０,44.346875,142.449669,http://noguchibonyuikuji.com/,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000470,よしおか母乳相談室,ヨシオカボニュウソウダンシツ,北海道河東郡音更町南鈴蘭北６丁目５番地１,0.0,0.0,,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000480,母乳育児相談室陽だまり清水助産所,ボニュウイクジソウダンシツヒダマリシミズジョサンジョ,北海道旭川市神楽岡８条４丁目３番１０号,43.742993,142.367426,,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000490,まーこっこ助産院,マーコッコジョサンイン,北海道美唄市東４条南１丁目３－６,43.330569,141.870819,,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,09:00,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000510,みうら母乳育児相談室,ミウラボニュウイクジソウダンシツ,北海道石狩市花畔４条１丁目１２１番地,0.0,0.0,midwifemap.com,09:30,17:00,09:30,17:00,09:30,17:00,09:30,17:00,09:30,17:00,09:30,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:30,17:00,09:30,17:00,09:30,17:00,09:30,17:00,09:30,17:00,09:30,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000530,つるべ助産院,ツルベジョサンイン,北海道札幌市白石区北郷３条２丁目１３－８,43.061716,141.410342,http//www.ubuya-tsuru.com/,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000540,母乳育児なんでも相談室　おつきさま助産院,ボニュウイクジナンデモソウダンシツ　オツキサマジョサンイン,北海道札幌市白石区平和通８丁目北３番３６号,43.048218,141.422397,http://otsukisama-jyosanin.com/,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000560,桶谷式母乳育児相談室りっか助産院,オケタニシキボニュウイクジソウダンシツリッカジョサンイン,北海道札幌市中央区中央区,43.057799,141.34782,http://www.sapporo-bonyu.com,08:00,18:00,08:00,18:00,08:00,18:00,,,08:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00,18:00,08:00,18:00,08:00,18:00,,,08:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000570,さんさん助産院,サンサンジョサンイン,北海道札幌市清田区清田１条４丁目３－６０,43.000418,141.440926,https://www.jyosan.in/,00:00,12:00,00:00,12:00,00:00,12:00,00:00,12:00,00:00,12:00,,,,,,,12:00,19:00,12:00,19:00,12:00,19:00,12:00,19:00,12:00,19:00,,,,,,,19:00,23:59,19:00,23:59,19:00,23:59,19:00,23:59,19:00,23:59,,,,,,,10:00,12:00,10:00,12:00,10:00,12:00,10:00,12:00,10:00,12:00,,,,,,,13:00,17:00,13:00,17:00,13:00,17:00,13:00,17:00,13:00,17:00,,,,,,,,,,,,,,,,,,,,,,
144010000580,のどか助産院　母乳育児相談室,ノドカジョサンイン　ボニュウイクジソウダンシツ,北海道苫小牧市拓勇東町２丁目３番２２号,42.667308,141.676824,https://nodoka-jyosannin.jimdo.com/,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000600,なみうち助産院,ナミウチジョサンイン,北海道虻田郡真狩村字社８７－１,42.778997,140.792176,www.mammajo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000610,授乳・育児サポート　かわい助産院,ジュニュウ・イクジサポート　カワイジョサンイン,北海道苫小牧市緑町２丁目２２番７号,0.0,0.0,http://midwifemap.com/kawaijyosanin/mysite/,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000620,たぐち助産院,タグチ　ジョサンイン,北海道士別市東６条１丁目３,44.181836,142.399125,http://taguchi-josanin.com,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000630,あおま助産院（母乳育児支援）,アオマジョサンイン,北海道帯広市西１９条南４丁目２９番５号,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000640,すみの助産所,スミノジョサンジョ,北海道札幌市北区あいの里２条２－９－８,0.0,0.0,sumino-jyosanjyo.com/sp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000700,母乳育児相談室ゆりかご,ボニュウイクジソウダンシツユリカゴ,北海道北見市美山町南７丁目４－８３,0.0,0.0,,09:00,17:30,09:00,17:30,09:00,17:30,09:00,17:30,09:00,17:30,09:00,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000740,かさはら母乳育児助産院,カサハラボニュウイクジジョサンイン,北海道函館市,0.0,0.0,http://www.kasaharabonyuikuji.wix.com/home,09:00,12:00,,,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,,,,,13:00,18:00,,,13:00,18:00,13:00,18:00,13:00,18:00,14:00,18:00,,,,,,,,,,,,,,,,,,,,,09:00,11:00,,,09:00,11:00,09:00,11:00,09:00,18:00,14:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000810,ユキコカンガルー助産院カンガルー産後ケアハウス,ユキコカンガルージョサンインカンガルーサンゴケアハウス,北海道札幌市中央区円山西町２丁目１２－１５,0.0,0.0,kangaroo-midwife.com/,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000850,しが母乳育児相談室,シガボニュウイクジソウダンシツ,北海道札幌市手稲区前田３条９丁目１－２１,43.119957,141.254047,,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000870,助産院　はぐくみ,ジョサンイン　ハグクミ,北海道千歳市,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000880,小野母乳育児相談室（小野助産所）,オノボニュウイクジソウダンシツ（オノジョサンジョ）,北海道釧路市昭和中央２－２２－１,0.0,0.0,,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000890,助産院Ｈｕｇねっと,ジョサンインハグネット,北海道江別市文京台１４－３４,43.063384,141.496613,https://www.jhug.net,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000930,産後ケア助産院マーノ,サンゴケアジョサンインマーノ,北海道函館市美原３丁目５９番７号,41.824643,140.745321,https://35jyosanin-mano.amebaownd.com,10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010000960,ととねっこ助産院,トトネッコジョサンイン,北海道江別市あけぼの町５４番地の２,0.0,0.0,https://totonecco.com,09:30,15:00,09:30,15:00,09:30,15:00,09:30,15:00,09:30,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010001030,産前産後ケア　マナ助産院,サンゼンサンゴケア　マナジョサンイン,北海道千歳市みどり台南１丁目７－１,42.856254,141.619613,https://manajosanin.com,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010001040,堤式円山母乳相談処,ツツミシキマルヤマボニュウソウダンジョ,北海道札幌市中央区北３条西２３丁目１－６クオーレ円山１０６,0.0,0.0,http://maruyama-soudan2021.com,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010001060,とっと助産院,トットジョサンイン,北海道札幌市中央区旭ヶ丘２丁目２－７,43.04015,141.32148,http://www.midwifemap.com/tottojyosan/mysite/,10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010001070,助産院　ハイジア,ジョサンイン　ハイジア,北海道札幌市南区真駒内柏丘５丁目１０－８０,0.0,0.0,https://haijia2013.com/,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010001110,かみかわ助産院,カミカワジョサンイン,北海道北見市中央三輪６丁目４３４番地２２,43.7954,143.85526,,10:00,17:00,10:00,17:00,,,,,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,17:00,10:00,17:00,,,,,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010001130,Ｔｕｓｓｉｅ　Ｍｕｓｓｉｅ（タッジー　マッジー）,Ｔｕｓｓｉｅ　Ｍｕｓｓｉｅ（タッジー　マッジー）,北海道網走市北十二条西２丁目２－３８,0.0,0.0,http://tussiemussie.web.fc2.com/,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010001150,さわや助産院,サワヤジョサンイン,北海道小樽市松ヶ枝１丁目５番１０号,0.0,0.0,sawaya-mw-otaru.amebaownd.com,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010001180,菜のはな助産院,ナノハナジョサンイン,北海道千歳市,0.0,0.0,,09:30,16:30,09:30,16:30,09:30,16:30,09:30,16:30,09:30,16:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010001210,のっぽろｔｓｕｍｕｇｉ助産院,ノッポロツムギジョサンイン,北海道江別市野幌東町４０番地の１７,43.091592,141.536511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010001220,はあと母乳相談室,ハアトボニュウソウダンシツ,北海道札幌市白石区本通２丁目北２－１０,43.052346,141.40721,https://heartjosanin.com/,,,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144010500020,てまり助産院,テマリジョサンイン,北海道北広島市西の里北３丁目５－１,43.01634,141.499138,https://temari-josanin.com/,09:00,17:00,09:00,15:00,09:00,17:00,09:00,15:00,09:00,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144011200020,助産院なりママ,ジョサンインナリママ,北海道苫小牧市柏木町５丁目１５－２９　１階,42.628431,141.524239,https://lit.link/josaninnarimama,10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240240000002,マンマケア　まつえ助産院,マンマケア　マツエジョサンイン,青森県青森市茶屋町３－２０,40.826805,140.764693,,09:00,12:00,,,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,12:00,,,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240240000004,レディースケアしらはま助産院,レディースケアシラハマジョサンイン,青森県弘前市城東４－５－１　ナラオカビル１Ｆ,40.597408,140.488032,https://www.shirahama-home.com/,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240240000005,き子キッズ助産院,キコキッズジョサンイン,青森県八戸市下長６－２－１９,40.529099,141.470343,,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,,,,,,,14:00,17:30,14:00,17:30,14:00,17:30,14:00,17:30,14:00,17:30,,,,,,,,,,,,,,,,,,,,,,,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,,,,,,,14:00,17:30,14:00,17:30,14:00,17:30,14:00,17:30,14:00,17:30,,,,,,,,,,,,,,,,,,,,,,
3403400005,マタニティ相談室くろさわ,マタニティソウダンシツクロサワ,岩手県一関市八幡町３番２７号,38.925318,141.13219,www.kurosawa.junglegym.jpn.com/,,,09:00,17:30,09:00,17:30,09:00,17:30,09:00,17:30,09:00,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3403400013,紫波エンゼル助産院,シワエンゼルジョサンイン,岩手県紫波郡紫波町高水寺字田中２５ー７,39.5705,141.162935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
