ID,正式名称,正式名称（フリガナ）,所在地,所在地座標（緯度）,所在地座標（経度）,案内用ホームページアドレス,月_就業時間帯1_開始時間,月_就業時間帯1_終了時間,火_就業時間帯1_開始時間,火_就業時間帯1_終了時間,水_就業時間帯1_開始時間,水_就業時間帯1_終了時間,木_就業時間帯1_開始時間,木_就業時間帯1_終了時間,金_就業時間帯1_開始時間,金_就業時間帯1_終了時間,土_就業時間帯1_開始時間,土_就業時間帯1_終了時間,日_就業時間帯1_開始時間,日_就業時間帯1_終了時間,祝_就業時間帯1_開始時間,祝_就業時間帯1_終了時間,月_就業時間帯2_開始時間,月_就業時間帯2_終了時間,火_就業時間帯2_開始時間,火_就業時間帯2_終了時間,水_就業時間帯2_開始時間,水_就業時間帯2_終了時間,木_就業時間帯2_開始時間,木_就業時間帯2_終了時間,金_就業時間帯2_開始時間,金_就業時間帯2_終了時間,土_就業時間帯2_開始時間,土_就業時間帯2_終了時間,日_就業時間帯2_開始時間,日_就業時間帯2_終了時間,祝_就業時間帯2_開始時間,祝_就業時間帯2_終了時間,月_就業時間帯3_開始時間,月_就業時間帯3_終了時間,火_就業時間帯3_開始時間,火_就業時間帯3_終了時間,水_就業時間帯3_開始時間,水_就業時間帯3_終了時間,木_就業時間帯3_開始時間,木_就業時間帯3_終了時間,金_就業時間帯3_開始時間,金_就業時間帯3_終了時間,土_就業時間帯3_開始時間,土_就業時間帯3_終了時間,日_就業時間帯3_開始時間,日_就業時間帯3_終了時間,祝_就業時間帯3_開始時間,祝_就業時間帯3_終了時間,月_外来受付時間帯1_開始時間,月_外来受付時間帯1_終了時間,火_外来受付時間帯1_開始時間,火_外来受付時間帯1_終了時間,水_外来受付時間帯1_開始時間,水_外来受付時間帯1_終了時間,木_外来受付時間帯1_開始時間,木_外来受付時間帯1_終了時間,金_外来受付時間帯1_開始時間,金_外来受付時間帯1_終了時間,土_外来受付時間帯1_開始時間,土_外来受付時間帯1_終了時間,日_外来受付時間帯1_開始時間,日_外来受付時間帯1_終了時間,祝_外来受付時間帯1_開始時間,祝_外来受付時間帯1_終了時間,月_外来受付時間帯2_開始時間,月_外来受付時間帯2_終了時間,火_外来受付時間帯2_開始時間,火_外来受付時間帯2_終了時間,水_外来受付時間帯2_開始時間,水_外来受付時間帯2_終了時間,木_外来受付時間帯2_開始時間,木_外来受付時間帯2_終了時間,金_外来受付時間帯2_開始時間,金_外来受付時間帯2_終了時間,土_外来受付時間帯2_開始時間,土_外来受付時間帯2_終了時間,日_外来受付時間帯2_開始時間,日_外来受付時間帯2_終了時間,祝_外来受付時間帯2_開始時間,祝_外来受付時間帯2_終了時間,月_外来受付時間帯3_開始時間,月_外来受付時間帯3_終了時間,火_外来受付時間帯3_開始時間,火_外来受付時間帯3_終了時間,水_外来受付時間帯3_開始時間,水_外来受付時間帯3_終了時間,木_外来受付時間帯3_開始時間,木_外来受付時間帯3_終了時間,金_外来受付時間帯3_開始時間,金_外来受付時間帯3_終了時間,土_外来受付時間帯3_開始時間,土_外来受付時間帯3_終了時間,日_外来受付時間帯3_開始時間,日_外来受付時間帯3_終了時間,祝_外来受付時間帯3_開始時間,祝_外来受付時間帯3_終了時間
2245227100850,さくらんぼ助産院,サクランボジョサンイン,静岡県沼津市大平（出張のみ）,0.0,0.0,http://sakuranbo.iinaa.net,08:30,17:00,08:30,17:00,08:30,17:00,08:30,17:00,08:30,17:00,08:30,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245227180790,マミーケアルーム３８ｍｗ,マミーケアルーム３８ｍｗ,静岡県三島市幸原町２－１０－２１,35.140492,138.908366,http://38mw.com/,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245227181020,山下助産院,ヤマシタジョサンイン,静岡県伊豆市（出張のみ）,0.0,0.0,,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245227181310,母子ケアルームＳＷＥＥＴＮＥＳＳ,ボシケアルームスウィートネス,静岡県裾野市佐野１４,35.18783,138.910798,im-sweetness.com,,,,,,,09:00,17:00,,,,,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00,00:00,,,,,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245227181600,ママとも助産院,ママトモジョサンイン,静岡県田方郡函南町塚本２２３－１８,35.080656,138.935781,https://r.goope.jp/mamatomo/,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245227300650,鈴木千晴助産所,スズキチハルジョサンジョ,静岡県磐田市岡３３０－１,34.678169,137.820148,,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,,,,,,,13:00,17:00,13:00,17:00,13:00,17:00,13:00,17:00,13:00,17:00,,,,,,,,,,,,,,,,,,,,,,,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,,,,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,
2245227300780,母乳育児相談室えくぼ,ボニュウイクジソウダンシツエクボ,静岡県掛川市家代の里１－１７－６,34.788442,137.975708,,,,,,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245227301080,お茶畑助産院,オチャバタケジョサンイン,静岡県袋井市豊沢２１５８－３,34.738015,137.954762,https://www.ochabatake1103.com/,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,,,,,13:00,17:00,13:00,17:00,13:00,17:00,13:00,17:00,13:00,17:00,,,,,,,,,,,,,,,,,,,,,,,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,,,,,13:00,17:00,13:00,17:00,13:00,17:00,13:00,17:00,13:00,17:00,,,,,,,,,,,,,,,,,,,,,,
2245227301240,おにし助産所,オニシジョサンジョ,静岡県磐田市前野１１９０－３,34.694847,137.826205,,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245227301400,よこさわ助産院,ヨコサワジョサンイン,静岡県磐田市草崎３３４－１,34.683907,137.820443,yokosawa-1212.com,08:00,17:00,08:00,17:00,08:00,12:00,08:00,17:00,08:00,17:00,08:00,12:00,10:00,14:00,10:00,14:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,,09:00,17:00,09:00,17:00,09:00,12:00,09:00,17:00,09:00,17:00,09:00,12:00,10:00,14:00,10:00,14:00,13:00,17:00,13:00,17:00,13:00,17:00,13:00,17:00,13:00,17:00,13:00,17:00,,,,,18:00,20:00,18:00,20:00,18:00,20:00,18:00,20:00,18:00,20:00,18:00,20:00,,,,
2245227301660,おはな助産院,オハナジョサンイン,静岡県御前崎市白羽６６２１－１０７０,34.604534,138.194857,http://ohana-baby.com/,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245227301820,ほほえみハウス,ホホエミハウス,静岡県掛川市高御所１６５２,34.762624,137.990869,http://www.hohoemihouse.com/,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,,,,,13:00,18:00,13:00,18:00,13:00,18:00,,,13:00,18:00,13:00,18:00,,,,,,,,,,,,,,,,,,,,,09:00,11:00,09:00,11:00,09:00,11:00,09:00,11:00,09:00,11:00,09:00,11:00,,,,,13:00,17:00,13:00,17:00,13:00,17:00,,,13:00,17:00,13:00,17:00,,,,,,,,,,,,,,,,,,,,
2245227301950,つむぎ助産院,ツムギジョサンイン,静岡県菊川市棚草,34.702663,138.097891,http://www4.tokai.or.jp/tumugi/,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,,,,,14:00,18:00,14:00,18:00,14:00,18:00,14:00,18:00,14:00,18:00,14:00,18:00,,,,,,,,,,,,,,,,,,,,,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,
2245227302090,わかば助産院,ワカバジョサンイン,静岡県磐田市源平新田４５－５,34.725319,137.811775,,,,,,,,,,,,09:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245227302120,ＨＩＮＡ助産院,ヒナジョサンイン,静岡県袋井市高尾町１３－１６,34.743802,137.925546,https://hina-josan.jp,09:00,18:00,09:00,18:00,09:00,18:00,,,09:00,18:00,09:00,18:00,,,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,17:00,09:00,17:00,09:00,17:00,,,09:00,17:00,09:00,17:00,,,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245227302250,和助産院,ヤワラギジョサンイン,静岡県磐田市大久保７３３－３７,34.771277,137.851223,yawaragijosanin.com/,08:30,17:00,08:30,17:00,08:30,17:00,08:30,12:00,08:30,17:00,08:30,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,,,,,14:00,17:00,14:00,17:00,14:00,17:00,,,14:00,17:00,,,,,,,,,,,,,,,,,,,,,,
2245227302380,マミーズ助産院,マミーズジョサンイン,静岡県湖西市大知波３３８－７４,34.757118,137.50146,https://mammys-mw.com/,09:30,12:00,09:30,12:00,09:30,12:00,09:30,12:00,09:30,12:00,,,,,,,13:00,17:00,13:00,17:00,13:00,17:00,13:00,17:00,13:00,17:00,,,,,,,,,,,,,,,,,,,,,,,09:30,11:30,09:30,11:30,09:30,11:30,09:30,11:30,09:30,11:30,,,,,,,13:00,16:00,13:00,16:00,13:00,16:00,13:00,16:00,13:00,16:00,,,,,,,,,,,,,,,,,,,,,,
2245227302540,市川助産院,イチカワジョサンイン,静岡県磐田市加茂１１１２,34.736992,137.82369,,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,,,,,,,13:00,17:00,13:00,17:00,13:00,17:00,13:00,17:00,13:00,17:00,,,,,,,,,,,,,,,,,,,,,,,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,,,,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,
2245227302960,助産院木野花～ｋｏｎｏｈａｎａ,ジョサンインコノハナ,静岡県掛川市秋葉路３１番地の１,34.781302,137.991695,https://peraichi.com/landing_pages/view/jyosanninkonohana,,,09:30,11:30,09:30,11:30,,,09:30,11:30,,,,,,,,,13:00,16:00,13:00,16:00,,,13:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245227303130,すずらん助産院,スズランジョサンイン,静岡県磐田市森下７００－１６,34.723873,137.818019,,08:30,17:00,08:30,17:00,08:30,17:00,08:30,17:00,08:30,17:00,08:30,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30,17:00,08:30,17:00,08:30,17:00,08:30,17:00,08:30,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245227500160,川渕助産院,カワブチジョサンイン,静岡県浜松市浜名区小松４９０,34.792047,137.776787,http://josanin.sakura.ne.jp/,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,,,,,13:00,15:30,13:00,15:30,13:00,15:30,13:00,15:30,13:00,15:30,,,,,,,,,,,,,,,,,,,,,,,09:00,11:30,09:00,11:30,09:00,11:30,09:00,11:30,09:00,11:30,09:00,11:30,,,,,13:00,15:00,13:00,15:00,13:00,15:00,13:00,15:00,13:00,15:00,,,,,,,,,,,,,,,,,,,,,,
2245227500290,めぐみ助産院,メグミジョサンイン,静岡県浜松市中央区三方原町１９４０－４,34.786953,137.704833,,09:00,12:00,,,09:00,12:00,,,09:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:45,11:30,,,08:45,11:30,,,08:45,11:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245227500450,内山助産院,ウチヤマジョサンイン,静岡県浜松市中央区三方原町４２７－３,34.77748,137.723659,https://uchiyama-jyosannin.jimdofree.com/,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245227500610,白井助産院,シライジョサンイン,静岡県浜松市浜名区三ヶ日町大崎９３６,34.766539,137.563352,,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,,,,,,,14:00,18:00,14:00,18:00,14:00,18:00,14:00,18:00,14:00,18:00,,,,,,,,,,,,,,,,,,,,,,,08:00,12:00,08:00,12:00,08:00,12:00,08:00,12:00,08:00,12:00,,,,,,,13:00,18:00,13:00,18:00,13:00,18:00,13:00,18:00,13:00,18:00,,,,,,,,,,,,,,,,,,,,,,
2245227500740,はたの助産所,ハタノジョサンジョ,静岡県浜松市中央区有玉南町１８８８,34.749975,137.749573,,08:30,17:00,08:30,17:00,08:30,17:00,08:30,17:00,08:30,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245227501040,野々垣助産院,ノノガキジョサンイン,静岡県浜松市中央区上西町５０－２,34.721828,137.756836,,09:40,12:00,09:40,12:00,,,09:40,12:00,09:40,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00,00:00,00:00,00:00,,,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245227501620,すこやか助産院,スコヤカジョサンイン,静岡県浜松市中央区瓜内町１４８,34.690554,137.736834,,09:30,17:00,09:30,17:00,09:30,17:00,09:30,17:00,09:30,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245227505370,うぶごえ長瀬助産院,ウブゴエナガセジョサンイン,静岡県浜松市中央区大瀬町４１３－１,34.761176,137.760111,https://www.midwife-shizuoka.or.jp/kojin/ubugoe.php,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:30,12:00,,,13:00,16:00,13:00,16:00,13:00,16:00,13:00,16:00,13:00,16:00,13:00,16:00,,,,,,,,,,,,,,,,,,,,,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:30,12:00,,,13:00,16:00,13:00,16:00,13:00,16:00,13:00,16:00,13:00,16:00,13:00,16:00,,,,,,,,,,,,,,,,,,,,
2245227506670,髙林助産院,タカバヤシジョサンイン,静岡県浜松市浜名区新原４２１２－３,34.808615,137.768765,,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,13:00,17:00,13:00,17:00,13:00,17:00,13:00,17:00,13:00,17:00,13:00,17:00,13:00,17:00,13:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245227507680,陽だまり助産院,ヒダマリジョサンイン,静岡県浜松市中央区大平台４－８－１８,34.70959,137.679411,,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245227507710,木村産科・婦人科附属助産院,キムラサンカフジンカフゾクジョサンイン,静岡県浜松市中央区東三方町９４－４,34.777028,137.73334,https://www.mammy1010-sango.com/care,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,12:00,17:00,12:00,17:00,12:00,17:00,12:00,17:00,12:00,17:00,12:00,17:00,12:00,17:00,12:00,17:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,14:00,17:00,14:00,17:00,14:00,17:00,14:00,17:00,14:00,17:00,14:00,17:00,14:00,17:00,14:00,17:00,,,,,,,,,,,,,,,,
2245227508010,くすのきお産婆さん,クスノキオサンバサン,静岡県浜松市中央区和地町５１７９,34.762091,137.654461,,09:30,17:00,09:30,17:00,09:30,17:00,09:30,17:00,09:30,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245227508140,助産院大地,ジョサンインダイチ,静岡県浜松市浜名区引佐町伊平１２９９,34.864451,137.658403,https://www.daichi-mwhouse.net/,08:30,17:00,08:30,17:00,08:30,17:00,,,08:30,17:00,08:30,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,17:00,09:00,17:00,09:00,17:00,,,09:00,17:00,09:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245228000250,蒔田助産院,マキタジョサンイン,静岡県榛原郡吉田町神戸７５４－４,34.790098,138.246986,http://makitaj.mintsystem.jp/,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245228000410,とみおか母乳ケアｈｏｕｓｅ,トミオカボニュウケアハウス,静岡県藤枝市水上４１５－３,34.853518,138.240785,http://www2.tokai.or.jp/hona-house/,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,,,,,,,08:30,12:00,,,,,08:30,12:00,,,,,,,,,,,,,,,,,,,,,,,,,08:30,17:00,08:30,17:00,08:30,17:00,08:30,17:00,08:30,17:00,,,,,,,00:00,00:00,,,,,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,
2245228000540,片山母乳相談室,カタヤマボニュウソウダンシツ,静岡県焼津市石脇上６９８－９,34.890651,138.320545,https://katayamabonilyuusoudannsitu-2.jimdosite.com/,09:00,17:00,13:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,16:00,13:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245228000740,繭のいえ助産院,マユノイエジョサンイン,静岡県焼津市小屋敷２１４－１,34.861366,138.287931,,,,08:30,17:30,08:30,17:30,08:30,17:30,08:30,17:30,08:30,17:30,,,,,,,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,09:00,11:30,09:00,11:30,09:00,11:30,09:00,11:30,09:00,11:30,,,,,,,13:30,16:30,13:30,16:30,13:30,16:30,13:30,16:30,,,,,,,,,,,,,,,,,,,,,,
2245228000870,そら助産院,ソラジョサンイン,静岡県焼津市中根新田１１３７－１,34.831251,138.28942,https://www.sora-taka.com,09:00,17:30,09:00,17:30,09:00,17:30,09:00,17:30,09:00,17:30,09:00,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,17:30,09:00,17:30,09:00,17:30,09:00,17:30,09:00,17:30,09:00,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245228000900,まるの輪助産院,マルノワジョサンイン,静岡県藤枝市岡部町内谷３５１－５　サンライフ岡部Ｂ１０１,34.912803,138.282397,marunowa.com,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245228001040,さと助産院,サトジョサンイン,静岡県島田市元島田２１０番地４,34.842693,138.180702,www.satojyosanin.com,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,,,,,13:00,15:00,13:00,15:00,13:00,15:00,13:00,15:00,13:00,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245228001170,藤枝授乳コンサルタント　もぐもぐ,フジエダジュニュウコンサルタントモグモグ,静岡県藤枝市駅前１－８－３　ＦＵＪＩＥＤＡｍｉｋｉｎｅ１階１０２区画,34.849777,138.252644,https://www.fujieda-mogumogu.com,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245228001460,ウィメンズケア助産院ｍｉｄｏｒｉ,ウィメンズケアジョサンインミドリ,静岡県藤枝市大洲２丁目３０番地の６,34.827704,138.246949,https://womens-care-midori.com/,09:00,12:00,09:00,12:00,,,09:00,12:00,09:00,12:00,09:00,12:00,,,,,13:30,18:00,13:30,18:00,,,13:30,18:00,13:30,18:00,13:30,18:00,,,,,,,,,,,,,,,,,,,,,00:00,00:00,00:00,00:00,,,00:00,00:00,00:00,00:00,00:00,00:00,,,,,00:00,00:00,00:00,00:00,,,00:00,00:00,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,
2245228001750,ＲＵＮ助産院,ランジョサンイン,静岡県藤枝市泉町３４－９,0.0,0.0,https://www.run0523rn.con,09:00,17:00,09:00,17:00,,,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,17:00,09:00,17:00,,,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224522800188,まつのき助産院,マツノキジョサンイン,静岡県焼津市祢宜島３７１,0.0,0.0,,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344230100080,かん助産所,カンジョサンジョ,愛知県一宮市木曽川町玉ノ井字砂割７,35.331767,136.752335,http://www.kanjosanjo.com,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,,,,,13:00,17:00,13:00,17:00,13:00,17:00,13:00,17:00,13:00,17:00,13:00,17:00,,,,,,,,,,,,,,,,,,,,,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,09:00,12:00,,,,,13:00,17:00,13:00,17:00,13:00,17:00,13:00,17:00,13:00,17:00,13:00,15:00,,,,,,,,,,,,,,,,,,,,
2344230100130,あさみや助産院,アサミヤジョサンイン,愛知県一宮市萩原町朝宮嫁振２０番地１,35.290522,136.75617,http://asamiya-josanin.com,09:00,12:00,09:00,12:00,,,09:00,12:00,09:00,12:00,09:00,12:00,,,,,16:00,19:00,16:00,19:00,,,16:00,19:00,16:00,19:00,16:00,19:00,,,,,,,,,,,,,,,,,,,,,09:00,12:00,09:00,12:00,,,09:00,12:00,09:00,12:00,09:00,12:00,,,,,16:00,19:00,16:00,19:00,,,16:00,19:00,16:00,19:00,16:00,19:00,,,,,,,,,,,,,,,,,,,,
2344230100180,出張専門助産院ゆいま〜る,シュッチョウセンモンジョサンイン　ユイマール,愛知県一宮市高田字南屋敷２３番地５,0.0,0.0,https://yuimaaru8672.ryu-kyu.com/,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344230100200,出張専門助産院　ＯＨＡＮＡ,シュッチョウセンモンジョサンインオハナ,愛知県一宮市神山３－１－２２,0.0,0.0,,10:00,15:00,10:00,15:00,10:00,15:00,10:00,15:00,10:00,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344230200700,助産院　Ｓａｋｕｒａ　Ｈｏｕｓｅ,ジョサンイン　サクラハウス,愛知県稲沢市下津寺前町８,35.252989,136.831793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344230300040,あきこ訪問助産所,アキコホウモンジョサンジョ,愛知県長久手市岩作平地,35.182444,137.044163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
